point_one_speed,point_one_deviation,point_two_speed,point_two_deviation,point_three_speed,point_three_deviation,point_four_speed,point_four_deviation,point_five_speed,point_five_deviation,point_six_speed,point_six_deviation,point_seven_speed,point_seven_deviation,point_eight_speed,point_eight_deviation,point_nine_speed,point_nine_deviation,point_ten_speed,point_ten_deviation,point_eleven_speed,point_eleven_deviation,point_twelve_speed,point_twelve_deviation,point_thirteen_speed,point_thirteen_deviation,point_fourteen_speed,point_fourteen_deviation,point_fifteen_speed,point_fifteen_deviation,CollectCount,Score
1.3537913719729722,32.94619972315077,1.0635444378030712,21.95573546336248,1.4843447963334542,51.25376251131989,0.949603619782821,24.55425048828125,1.339679309300014,55.64277192226891,1.3777192687988282,36.8288797912629,2.901270366850353,16.640756448109943,2.24923604329427,20.225291413240686,0.8818296513087313,12.304725121292805,1.2726817228356186,41.28523799655887,1.2396392822265625,27.2501735277474,1.6147619139948135,26.885086893200874,1.3704797199794223,9.054408519268035,0.7567567567567568,18.75144897761016,0.6292134831460674,12.636836226079978,13,128
0.8419929146766663,16.685404848169398,0.6448074812741623,16.0464162301209,1.1931473703095408,9.590120425864832,1.4603981018066403,34.867388431842514,1.280198698432794,75.85684385895729,1.4195355867084705,11.988373462596666,0.8008171392946827,28.10405638694764,4.293539193960337,13.462155700931628,1.15433084739829,12.304725121292805,0.8888888888888888,34.22271843999624,1.2396392822265625,8.302069115638734,1.6147619139948135,73.61216145667477,2.140535036722819,45.4709586884549,2.919235865275065,19.45973500609398,1.6070528030395508,23.957687377929688,21,134
0.8419929146766663,32.94619972315077,0.945383354469582,23.1431920345534,1.0719143635517845,51.25376251131989,3.27450974782308,47.42137044317582,0.5486708516659944,12.444460824547168,0.101881622468065,14.840671278793236,2.3440991227687253,16.868831811231193,0.1077686149106586,13.462155700931628,0.8818296513087313,27.54547539654382,0.5114912986755371,48.22858648969416,2.70269775390625,7.879923572565647,1.2584259279312626,13.693052585308369,1.1970725059509275,11.035946020278438,1.0776588834565262,32.2368767632093,5.090909090909091,23.957687377929688,16,134
1.3537913719729722,30.08981120924155,4.316053072611491,16.0464162301209,1.0719143635517845,11.759828391123792,1.1180340221949987,8.791589281732037,0.8839456800004126,29.810226590134377,0.101881622468065,36.8288797912629,2.3440991227687253,11.413747950033708,2.5777271815708707,8.860352205578238,5.035065333048503,51.80327103993336,1.2878046810438248,48.22858648969416,1.2396392822265625,7.879923572565647,1.4698936144510906,9.338153935968876,1.4461577131941512,17.377982909862812,2.4631200517926897,17.233237038056057,5.090909090909091,28.840594549070705,20,106
1.0312610842146963,10.612557474304648,4.316053072611491,17.10821777486032,0.9333333333333332,58.21810503640482,0.6832978920858415,16.18447791315891,0.732853767199394,17.679052187846256,0.101881622468065,14.840671278793236,2.901270366850353,16.868831811231193,0.9792397482353344,8.860352205578238,1.15433084739829,27.54547539654382,0.5114912986755371,41.28523799655887,3.0612460242377386,8.302069115638734,0.5668400658501519,28.650616884231567,2.140535036722819,15.1602610851589,2.4631200517926897,17.233237038056057,1.0506748910677637,23.957687377929688,20,134
1.3537913719729722,32.94619972315077,1.018901262126985,17.10821777486032,3.32881650057706,9.590120425864832,0.949603619782821,16.18447791315891,1.339679309300014,29.810226590134377,1.5983234214943127,8.927784466823208,2.901270366850353,16.868831811231193,1.8790475588611724,21.23536206768677,1.6665763043342752,27.54547539654382,2.0114564895629883,29.826538761456806,1.0300530972688091,27.2501735277474,0.5668400658501519,26.885086893200874,1.4461577131941512,11.035946020278438,2.919235865275065,16.334831988811494,0.8840047983022836,52.16977618137995,21,124
0.8419929146766663,10.612557474304648,1.018901262126985,18.84272268479997,1.4843447963334542,33.088986230933145,1.1180340221949987,47.42137044317582,0.5486708516659944,29.810226590134377,1.3777192687988282,8.927784466823208,0.8008171392946827,16.868831811231193,0.1077686149106586,8.860352205578238,0.9468398690223694,78.66856184601784,2.0114564895629883,41.28523799655887,1.2396392822265625,8.302069115638734,1.6147619139948135,73.61216145667477,1.4461577131941512,17.377982909862812,1.7442175421541084,43.49154473691448,0.6292134831460674,23.957687377929688,16,124
0.8419929146766663,39.764993910988174,1.0635444378030712,13.712780034967832,1.0719143635517845,29.58787676799093,1.1180340221949987,35.417450009508336,1.280198698432794,35.922331085014946,1.5983234214943127,11.988373462596666,3.240354364568537,28.10405638694764,1.0667745711955618,21.23536206768677,1.15433084739829,8.64183450759285,1.523301717397329,10.34346737742424,1.3610848965852156,8.302069115638734,3.999278728778546,26.885086893200874,1.4461577131941512,15.1602610851589,2.919235865275065,18.75144897761016,1.0225277352840343,23.957687377929688,18,124
1.3537913719729722,32.94619972315077,4.316053072611491,17.10821777486032,0.8896023949911428,58.21810503640482,3.27450974782308,8.791589281732037,0.5486708516659944,29.810226590134377,1.3777192687988282,14.840671278793236,2.3440991227687253,11.316766459833492,2.5777271815708707,21.23536206768677,1.15433084739829,5.610109896399081,2.0114564895629883,29.826538761456806,3.0612460242377386,27.2501735277474,0.5668400658501519,77.28928836649412,2.140535036722819,7.008838885292715,0.7567567567567568,43.49154473691448,1.0506748910677637,29.60075337489446,14,124
1.037037037037037,30.08981120924155,0.2289637992395221,23.1431920345534,3.32881650057706,51.25376251131989,1.1180340221949987,21.85514724562908,4.054002443949382,29.810226590134377,1.5177352905273438,36.8288797912629,2.3440991227687253,11.316766459833492,1.0667745711955618,14.462298162778218,0.8818296513087313,5.610109896399081,1.2878046810438248,41.28523799655887,3.0612460242377386,7.552063663991598,0.5668400658501519,26.885086893200874,3.547874927520752,7.008838885292715,2.919235865275065,19.45973500609398,0.8840047983022836,23.957687377929688,14,66
2.626384735107422,32.94619972315077,1.0635444378030712,21.95573546336248,1.0719143635517845,58.21810503640482,1.1795250514768203,24.55425048828125,1.339679309300014,12.444460824547168,1.3777192687988282,8.866454733353034,2.3440991227687253,28.10405638694764,0.9792397482353344,20.225291413240686,1.6665763043342752,8.64183450759285,0.5114912986755371,84.29737967103719,1.3610848965852156,27.2501735277474,1.4698936144510906,9.338153935968876,3.547874927520752,17.377982909862812,1.7442175421541084,32.2368767632093,5.090909090909091,29.60075337489446,13,66
1.3537913719729722,10.612557474304648,0.2289637992395221,23.1431920345534,1.4843447963334542,51.25376251131989,2.0551405513987824,21.85514724562908,0.8839456800004126,55.64277192226891,2.3881334577287947,14.840671278793236,2.3440991227687253,16.868831811231193,4.293539193960337,21.23536206768677,0.9468398690223694,8.64183450759285,0.5114912986755371,34.22271843999624,2.740660416452508,8.302069115638734,3.999278728778546,28.650616884231567,1.1970725059509275,9.054408519268035,0.7567567567567568,16.334831988811494,1.0225277352840343,23.957687377929688,19,134
